,Participant,Weight,State,Begin,End,Duration,User Agent,psid,pid,psid.1,pid.1,Q1,Q2,Q3,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q6,Q7,Q8,Q9,Q10.1.1,Q10.1.2,Q10.1.3,Q10.1.4,Q10.1.5,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q11.13,Q12.1,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,Q12.10,Q12.11,Q12.12,Q12.13,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q14,Q16,Q17,Q18,Q19,Q20,Q21.1.1,Q21.1.2,Q21.1.3,Q21.1.4,Q21.1.5,Q21.1.6,Q21.1.7,Q21.2.1,Q21.2.2,Q21.2.3,Q21.2.4,Q21.2.5,Q21.2.6,Q21.2.7,Q21.3.1,Q21.3.2,Q21.3.3,Q21.3.4,Q21.3.5,Q21.3.6,Q21.3.7,Q21.4.1,Q21.4.2,Q21.4.3,Q21.4.4,Q21.4.5,Q21.4.6,Q21.4.7,Q21.5.1,Q21.5.2,Q21.5.3,Q21.5.4,Q21.5.5,Q21.5.6,Q21.5.7,Q22.1.1,Q22.1.2,Q22.1.3,Q22.1.4,Q22.1.5,Q22.1.6,Q22.1.7,Q22.1.8,Q22.1.9,Q22.1.10,Q22.1.11,Q22.1.12,Q22.1.13,Q22.1.14,Q22.2.1,Q22.2.2,Q22.2.3,Q22.2.4,Q22.2.5,Q22.2.6,Q22.2.7,Q22.2.8,Q22.2.9,Q22.2.10,Q22.2.11,Q22.2.12,Q22.2.13,Q22.2.14,Q22.3.1,Q22.3.2,Q22.3.3,Q22.3.4,Q22.3.5,Q22.3.6,Q22.3.7,Q22.3.8,Q22.3.9,Q22.3.10,Q22.3.11,Q22.3.12,Q22.3.13,Q22.3.14,Q22.4.1,Q22.4.2,Q22.4.3,Q22.4.4,Q22.4.5,Q22.4.6,Q22.4.7,Q22.4.8,Q22.4.9,Q22.4.10,Q22.4.11,Q22.4.12,Q22.4.13,Q22.4.14,Q22.5.1,Q22.5.2,Q22.5.3,Q22.5.4,Q22.5.5,Q22.5.6,Q22.5.7,Q22.5.8,Q22.5.9,Q22.5.10,Q22.5.11,Q22.5.12,Q22.5.13,Q22.5.14,Q23.1,Q23.2,Q23.3,Q23.4,Q23.5,Q23.6,Q23.7,Q23.8,Q24,Q25.1,Q25.2,Q25.3,Q25.4,Q25.5,Q25.6,Q25.7,Q25.8,Q26.1,Q26.2,Q26.3,Q26.4,Q26.5,Q26.6,Q26.7,Q26.8,Q27.1,Q27.2,Q27.3,Q27.4,Q27.5,Q27.6,Q28.1,Q28.2,Q28.3,Q28.4,Q28.5,Q29.1,Q29.2,Q29.3,Q31,Q32,Q33,Q34,CV1.1,CV1.2,CV1.3,CV2.1,CV2.2,CV2.3,CV2.4,CV3.1,CV6.1,CV6.2,M1,M7,M9
39,1227,1,FINISHED,10.08.2022 - 23:46,10.08.2022 - 23:53,404,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36 Edg/104.0.1293.47",LF3hYlBK8AUOyLfw0nrTGA**,1576295626.0,,,49,2,32,5,3,4,5,4,4,4,4,3,2,NIKE,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,,,,,,,,,,,0,1.0,1.0,,,,,,,,,,,2.0,VERY FLEXIBLE WITH GREAT SOLE SUPPORT,,GREAT SOLE SUPPORT,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4,4,4,5,45.0,36.0,62.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,88.0,,12.0,,,,,1,1,9,7,0,1,0,0,0,0,1,,1,1,1.0,2,1
43,1236,1,FINISHED,11.08.2022 - 00:50,11.08.2022 - 01:00,586,"Mozilla/5.0 (iPad; CPU OS 12_5_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",LF3hYlBK8AWXIlYnvjMFeA**,1503904352.0,,,61,1,28,5,3,3,3,4,3,6,2,6,2,Skechers ,Keds,Nike,Addidas,,1,1,1,0,1,1,1,0,0,1,1,0,0,1.0,0.0,0.0,,1.0,0.0,1.0,,,1.0,1.0,,0,1.0,0.0,0.0,,1.0,0.0,1.0,,,1.0,0.0,,7.0,Has a wide variety of styles for athletes ,Has a wide variety of styles for athletes ,Has a wide variety of styles for athletes ,Classic styles that make you nostalgic ,Has a wide variety of styles for athletes ,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,1,1,1,2,2.0,,,50.0,50.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,2,1,7,3,0,0,1,0,1,0,0,,1,1,2.0,2,1
45,1243,1,FINISHED,11.08.2022 - 01:36,11.08.2022 - 01:42,364,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",LF3hYlBK8AVMHxNjjp713g**,1504325854.0,,,54,1,23,5,5,5,1,5,5,6,4,4,1,adidas,puma,nike,blowfish,rebook,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,quality sneakers that hold up forever i have pairs that are 25 years old and still look new the craftmanship is outstanding,i cant really say i dont nothing about these,quality and craftmanship is outstanding and last forever,outstanding and great gym shoes,outstand quality and will almost last forever,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,4,5,4,1,1,1,1,10.0,,9.0,81.0,10.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,0.0,0.0,1.0,2,1,3,2,0,1,0,0,1,0,0,,1,1,1.0,2,1
46,1250,1,FINISHED,11.08.2022 - 03:43,11.08.2022 - 03:58,863,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",LF3hYlBK8AVofN-ZfnmeQw**,221234484.0,,,46,1,38,4,5,4,1,4,3,5,3,3,2,Nike,Adidas,New Balance,,,1,1,1,0,1,1,1,1,0,1,0,1,0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,,0.0,,0.0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0,,1.0,7.0,Hometown sneakers that meet the on the go person's needs,Classy sneakers for the grown up in you,Aididas is the go to sneak for the on the go adult,Snazzy yet comfortable sneakers,"On the court or on the go, Reebok has your back",1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,3,4,4,3,1,1,3,30.0,,25.0,25.0,25.0,10.0,,,15.0,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,,30.0,30.0,,40.0,,,,3,1,6,3,0,1,0,0,0,0,1,,1,1,1.0,2,1
48,1252,1,FINISHED,11.08.2022 - 05:54,11.08.2022 - 06:00,371,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/103 Version/11.1.1 Safari/605.1.15",LF3hYlBK8AX5OXp8XqL3kQ**,1502318787.0,,,52,1,15,5,4,4,3,5,5,5,4,3,2,Converse,Nike,Puma,Vans,Adidas ,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,"High quality,high performance ",Great brand,Quslity,"Authentic,comfortable and stylish","Classic,high quality,affordable ",1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,4,5,4,1,4,4,10.0,,30.0,2.0,17.0,17.0,,16.0,18.0,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,32.0,,25.0,,43.0,1.0,1.0,0.0,1,1,3,2,0,1,0,0,1,0,0,,1,1,1.0,2,1
49,1253,1,FINISHED,11.08.2022 - 07:32,11.08.2022 - 07:50,1072,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",LF3hYlBK8AWj0iAUWMhLxw**,244831666.0,,,18,1,44,5,2,1,2,4,4,3,2,6,2,converse ,vans ,Nike ,Jordans ,rebook,1,1,1,1,1,1,1,1,0,1,1,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,6.0,"i would describe nike as comfortable, they are usually my go to shoes when im in a hurry or just to run errands. nike makes good shoes with every style you can think off too.",personality i have never owned any new balance sneakers. i do know they're more of a training shoe and seem comfortable. ,"adidas makes some nice creative shoes, personally I do not own any because my feet are too wide and are somewhat uncomfortable. I do like the style of the shoes and would recommend them to friends and family.","Converse are my personal favorite just because they go with my style. converse always come up with really creative styles and designs, they are really comfortable even for running or working out!. ",i do not own any reebook,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5,5,5,5,4,5,1,4,720.0,4.0,16.0,4.0,3.0,5.0,57.0,,11.0,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,63.0,19.0,,,18.0,0.0,1.0,0.0,2,3,2,8,1,0,0,0,0,1,0,,1,1,1.0,2,1
51,1255,1,FINISHED,11.08.2022 - 14:56,11.08.2022 - 15:24,1687,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",LF3hYlBK8AU7E54_rW9yAw**,239084216.0,,,34,1,21,5,4,3,5,5,4,6,5,5,1,jordan,nike,adidas,uggs,timbaland,1,1,1,1,1,1,1,1,0,1,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,Nike is one of the top athletic brands in America. They have loads of different designs and styles for everybody.,New Balance are comfortable and they always come through with great looking shoes with great colors and the designs are awesome.,Adidas is a brand that is for the ultimate athlete. Their shoes are comfortable and they have cool designs that single them out from other athletic shoe brands.,Converse are ok but they need to provide customers with a more complex looking shoes and colors.,"Reebok is the ultimate workout brand. If you love working out,jogging, or even doing yoga this is the brand for you.",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,5,4,4,3,5,3,5,125.0,23.0,39.0,6.0,3.0,4.0,15.0,0.0,10.0,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,35.0,,31.0,,34.0,1.0,0.0,0.0,2,2,6,2,1,0,0,0,0,1,0,,1,1,1.0,2,1
54,1269,1,FINISHED,11.08.2022 - 19:43,11.08.2022 - 19:45,162,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko)",LF3hYlBK8AWFoEi8O4_kTw**,1673023925.0,,,32,2,44,5,5,4,5,5,5,3,4,4,1,Nike,Vans,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,,,,,,1.0,,,,,0,0.0,1.0,,,,,,1.0,,,,,1.0,It is one of the best brands I know ,,It is a decent brad,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,2,5,3,5,60.0,17.0,19.0,4.0,8.0,,25.0,11.0,16.0,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,19.0,16.0,51.0,,14.0,1.0,1.0,0.0,1,1,7,4,1,0,0,0,0,1,0,,1,1,1.0,2,1
64,1295,1,FINISHED,11.08.2022 - 20:44,11.08.2022 - 20:55,654,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36 Edg/104.0.1293.47",LF3hYlBK8AWdCkYSBN6FQg**,1504425466.0,,,57,2,16,5,1,1,4,3,2,4,2,2,2,Hoka,New Balance,Adidas,Puma,Nike,1,1,1,1,1,1,1,1,0,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,1.0,2.0,Probably the largest brand...they are a marketing genius.,Makes great running shoes.,Overall great brand with many types of shoes,Popular when I was a kid.,Good walking shoes,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,5,1,1,1,4,60.0,,,,90.0,,,,10.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,1,1,6,8,0,0,1,0,1,0,0,,1,1,1.0,2,1
68,1303,1,FINISHED,11.08.2022 - 21:26,11.08.2022 - 21:39,785,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.81 Safari/537.36 Edg/104.0.1293.47",LF3hYlBK8AVd3ZqOPahWYA**,114630067.0,,,69,1,33,4,4,2,2,5,5,6,2,2,2,reebok,nike,puma,keds,,1,1,1,1,1,1,1,1,0,1,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,3.0,Nike uses lots of sports uses and studies in the making of their shoes.,New Balance is a brand made by a foot professional dr. It therefore has more critical informative used to make the shoes.,Adidas has lots of sports information to use to create there shoes.,Converse uses the sports industry to get information to use in their shoes.,Reebok uses sports information to make their shoes.,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,3,3,3,3,3,3,10.0,,,5.0,5.0,60.0,5.0,5.0,20.0,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,80.0,,20.0,,,,,2,1,6,2,0,0,1,1,0,0,0,,0,1,1.0,2,1
70,1305,1,FINISHED,11.08.2022 - 21:46,11.08.2022 - 21:54,450,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Safari/605.1.15",LF3hYlBK8AX2LQQuVDe6Vw**,1610904614.0,,,55,2,5,5,2,3,4,4,4,5,3,6,1,New Balance,Nike,Adidas,ASICS,,1,1,1,1,1,1,1,1,1,1,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Perhaps the most recognizable athletic shoe in the world.,Well made athletic shoes that are incredibly comfortable and durable. ,Well established shoe manufacturer. Iconic look.,Long time shoe manufacturer that has maintained a certain retro look. ,Solid athletic shoe,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,5,4,5,1,1,1,5,30.0,,30.0,5.0,40.0,,,,25.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,,10.0,25.0,65.0,,,,,1,5,8,7,0,0,1,0,0,0,1,,1,1,1.0,2,1
73,1310,1,FINISHED,12.08.2022 - 14:43,12.08.2022 - 14:52,547,Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0,LF3hYlBK8AVrF2sqoPTHlg**,245072593.0,,,42,2,5,5,5,3,5,4,4,5,4,5,2,adidas,nike,,,,1,1,0,1,0,0,0,1,0,0,0,1,0,1.0,1.0,,0.0,,,,0.0,,,,1.0,0,1.0,1.0,,0.0,,,,0.0,,,,0.0,2.0,Distinguished and trustworthy brand,,"It's a great and distinctive brand, high quality and reliability",,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,2,4,1,5,120.0,20.0,19.0,22.0,22.0,,6.0,,11.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,20.0,,,34.0,46.0,1.0,0.0,0.0,2,1,7,7,0,1,0,0,0,0,1,,1,1,1.0,2,1
75,1312,1,FINISHED,12.08.2022 - 15:11,12.08.2022 - 15:15,234,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",LF3hYlBK8AWj0FLfUET0Dg**,217555532.0,,,44,2,11,5,4,4,5,4,4,3,4,3,1,nike,new balance,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,,1.0,,,,,,,,,,0,1.0,,1.0,,,,,,,,,,3.0,good quality shoes,fun modern shoes,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,1,1,4,5,60.0,,0.0,60.0,20.0,,,0.0,20.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,80.0,,20.0,,,0.0,0.0,1.0,1,1,7,4,0,1,0,0,0,1,0,,1,1,1.0,2,1
78,1318,1,FINISHED,12.08.2022 - 15:42,12.08.2022 - 16:19,2260,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",LF3hYlBK8AWxUeDqVn2rjQ**,213779936.0,,,37,2,39,5,3,1,1,1,1,6,3,4,1,Reebok,Nike,Adidas,,,1,1,1,1,1,1,1,1,0,1,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,5.0,"Pricey, made by slave labor.","I don't know enough about them, have never worn them.",Run DMC. my adidas.,Chucks,"Stylish, affordable comfort",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,5,4,1,1,5,120.0,,,,42.0,0.0,,,58.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,100.0,,,,,3,1,2,1,1,0,0,1,0,0,0,,1,1,1.0,2,1
